user_term,standard_symptom,language
लगातार बहुत तेज weight loss,weight_loss,Hindi
weight loss की शिकायत है,weight_loss,Hindi
मुझे weight loss की शिकायत है महसूस हो रहा है,weight_loss,Hindi
लगातार weight loss की शिकायत है,weight_loss,Hindi
sir mujhe weight loss ho gaya hai,weight_loss,Hinglish
weight loss ki problem hai,weight_loss,Hinglish
bhaiya weight loss thik nhi ho rha,weight_loss,Hinglish
mujhe weight loss hai,weight_loss,Hinglish
sir mujhe mujhe weight loss hai ho gaya hai,weight_loss,Hinglish
mujhe weight loss hai ki problem hai,weight_loss,Hinglish
bhaiya mujhe weight loss hai thik nhi ho rha,weight_loss,Hinglish
bahut jyada weight loss,weight_loss,Hinglish
sir mujhe bahut jyada weight loss ho gaya hai,weight_loss,Hinglish
bahut jyada weight loss ki problem hai,weight_loss,Hinglish
bhaiya bahut jyada weight loss thik nhi ho rha,weight_loss,Hinglish
weight loss ho rha h,weight_loss,Hinglish
sir mujhe weight loss ho rha h ho gaya hai,weight_loss,Hinglish
weight loss ho rha h ki problem hai,weight_loss,Hinglish
bhaiya weight loss ho rha h thik nhi ho rha,weight_loss,Hinglish
weight loss h,weight_loss,Hinglish
sir mujhe weight loss h ho gaya hai,weight_loss,Hinglish
weight loss h ki problem hai,weight_loss,Hinglish
bhaiya weight loss h thik nhi ho rha,weight_loss,Hinglish
weight loss बा,weight_loss,Bhojpuri
हमरा के weight loss बा बा,weight_loss,Bhojpuri
परेशान बानी weight loss बा से,weight_loss,Bhojpuri
हमरा weight loss बा,weight_loss,Bhojpuri
हमरा के हमरा weight loss बा बा,weight_loss,Bhojpuri
परेशान बानी हमरा weight loss बा से,weight_loss,Bhojpuri
देहिया में weight loss बा,weight_loss,Bhojpuri
हमरा के देहिया में weight loss बा बा,weight_loss,Bhojpuri
परेशान बानी देहिया में weight loss बा से,weight_loss,Bhojpuri
बहुत बेसी weight loss बा,weight_loss,Bhojpuri
हमरा के बहुत बेसी weight loss बा बा,weight_loss,Bhojpuri
परेशान बानी बहुत बेसी weight loss बा से,weight_loss,Bhojpuri
weight loss ba,weight_loss,Roman Bhojpuri
hamra ke weight loss ba,weight_loss,Roman Bhojpuri
babuji ke weight loss ba,weight_loss,Roman Bhojpuri
deh me weight loss ba lagta,weight_loss,Roman Bhojpuri
hamra weight loss ba,weight_loss,Roman Bhojpuri
hamra ke hamra weight loss ba,weight_loss,Roman Bhojpuri
babuji ke hamra weight loss ba,weight_loss,Roman Bhojpuri
deh me hamra weight loss ba lagta,weight_loss,Roman Bhojpuri
dehiya me weight loss ba,weight_loss,Roman Bhojpuri
hamra ke dehiya me weight loss ba,weight_loss,Roman Bhojpuri
babuji ke dehiya me weight loss ba,weight_loss,Roman Bhojpuri
deh me dehiya me weight loss ba lagta,weight_loss,Roman Bhojpuri
bahut besi weight loss ba,weight_loss,Roman Bhojpuri
hamra ke bahut besi weight loss ba,weight_loss,Roman Bhojpuri
babuji ke bahut besi weight loss ba,weight_loss,Roman Bhojpuri
deh me bahut besi weight loss ba lagta,weight_loss,Roman Bhojpuri
man thik naikhe weight loss ba,weight_loss,Roman Bhojpuri
hamra ke man thik naikhe weight loss ba,weight_loss,Roman Bhojpuri
babuji ke man thik naikhe weight loss ba,weight_loss,Roman Bhojpuri
deh me man thik naikhe weight loss ba lagta,weight_loss,Roman Bhojpuri
weight gain,weight_gain,English
suffering from weight gain,weight_gain,English
feeling weight gain,weight_gain,English
mild weight gain,weight_gain,English
i have weight gain,weight_gain,English
suffering from i have weight gain,weight_gain,English
feeling i have weight gain,weight_gain,English
mild i have weight gain,weight_gain,English
severe weight gain,weight_gain,English
suffering from severe weight gain,weight_gain,English
feeling severe weight gain,weight_gain,English
mild severe weight gain,weight_gain,English
weight gaining,weight_gain,English
suffering from weight gaining,weight_gain,English
feeling weight gaining,weight_gain,English
mild weight gaining,weight_gain,English
weightgain,weight_gain,English
suffering from weightgain,weight_gain,English
feeling weightgain,weight_gain,English
mild weightgain,weight_gain,English
मुझे weight gain महसूस हो रहा है,weight_gain,Hindi
लगातार weight gain,weight_gain,Hindi
मुझे weight gain है,weight_gain,Hindi
मुझे मुझे weight gain है महसूस हो रहा है,weight_gain,Hindi
लगातार मुझे weight gain है,weight_gain,Hindi
बहुत तेज weight gain,weight_gain,Hindi
मुझे बहुत तेज weight gain महसूस हो रहा है,weight_gain,Hindi
लगातार बहुत तेज weight gain,weight_gain,Hindi
weight gain की शिकायत है,weight_gain,Hindi
मुझे weight gain की शिकायत है महसूस हो रहा है,weight_gain,Hindi
लगातार weight gain की शिकायत है,weight_gain,Hindi
sir mujhe weight gain ho gaya hai,weight_gain,Hinglish
weight gain ki problem hai,weight_gain,Hinglish
bhaiya weight gain thik nhi ho rha,weight_gain,Hinglish
mujhe weight gain hai,weight_gain,Hinglish
sir mujhe mujhe weight gain hai ho gaya hai,weight_gain,Hinglish
mujhe weight gain hai ki problem hai,weight_gain,Hinglish
bhaiya mujhe weight gain hai thik nhi ho rha,weight_gain,Hinglish
bahut jyada weight gain,weight_gain,Hinglish
sir mujhe bahut jyada weight gain ho gaya hai,weight_gain,Hinglish
bahut jyada weight gain ki problem hai,weight_gain,Hinglish
bhaiya bahut jyada weight gain thik nhi ho rha,weight_gain,Hinglish
weight gain ho rha h,weight_gain,Hinglish
sir mujhe weight gain ho rha h ho gaya hai,weight_gain,Hinglish
weight gain ho rha h ki problem hai,weight_gain,Hinglish
bhaiya weight gain ho rha h thik nhi ho rha,weight_gain,Hinglish
weight gain h,weight_gain,Hinglish
sir mujhe weight gain h ho gaya hai,weight_gain,Hinglish
weight gain h ki problem hai,weight_gain,Hinglish
bhaiya weight gain h thik nhi ho rha,weight_gain,Hinglish
weight gain बा,weight_gain,Bhojpuri
हमरा के weight gain बा बा,weight_gain,Bhojpuri
परेशान बानी weight gain बा से,weight_gain,Bhojpuri
हमरा weight gain बा,weight_gain,Bhojpuri
हमरा के हमरा weight gain बा बा,weight_gain,Bhojpuri
परेशान बानी हमरा weight gain बा से,weight_gain,Bhojpuri
देहिया में weight gain बा,weight_gain,Bhojpuri
हमरा के देहिया में weight gain बा बा,weight_gain,Bhojpuri
परेशान बानी देहिया में weight gain बा से,weight_gain,Bhojpuri
बहुत बेसी weight gain बा,weight_gain,Bhojpuri
हमरा के बहुत बेसी weight gain बा बा,weight_gain,Bhojpuri
परेशान बानी बहुत बेसी weight gain बा से,weight_gain,Bhojpuri
weight gain ba,weight_gain,Roman Bhojpuri
hamra ke weight gain ba,weight_gain,Roman Bhojpuri
babuji ke weight gain ba,weight_gain,Roman Bhojpuri
deh me weight gain ba lagta,weight_gain,Roman Bhojpuri
hamra weight gain ba,weight_gain,Roman Bhojpuri
hamra ke hamra weight gain ba,weight_gain,Roman Bhojpuri
babuji ke hamra weight gain ba,weight_gain,Roman Bhojpuri
deh me hamra weight gain ba lagta,weight_gain,Roman Bhojpuri
dehiya me weight gain ba,weight_gain,Roman Bhojpuri
hamra ke dehiya me weight gain ba,weight_gain,Roman Bhojpuri
babuji ke dehiya me weight gain ba,weight_gain,Roman Bhojpuri
deh me dehiya me weight gain ba lagta,weight_gain,Roman Bhojpuri
bahut besi weight gain ba,weight_gain,Roman Bhojpuri
hamra ke bahut besi weight gain ba,weight_gain,Roman Bhojpuri
babuji ke bahut besi weight gain ba,weight_gain,Roman Bhojpuri
deh me bahut besi weight gain ba lagta,weight_gain,Roman Bhojpuri
man thik naikhe weight gain ba,weight_gain,Roman Bhojpuri
hamra ke man thik naikhe weight gain ba,weight_gain,Roman Bhojpuri
babuji ke man thik naikhe weight gain ba,weight_gain,Roman Bhojpuri
deh me man thik naikhe weight gain ba lagta,weight_gain,Roman Bhojpuri
anxiety,anxiety,English
suffering from anxiety,anxiety,English
feeling anxiety,anxiety,English
mild anxiety,anxiety,English
i have anxiety,anxiety,English
suffering from i have anxiety,anxiety,English
feeling i have anxiety,anxiety,English
mild i have anxiety,anxiety,English
severe anxiety,anxiety,English
suffering from severe anxiety,anxiety,English
feeling severe anxiety,anxiety,English
mild severe anxiety,anxiety,English
anxietying,anxiety,English
suffering from anxietying,anxiety,English
feeling anxietying,anxiety,English
mild anxietying,anxiety,English
घबराहट,anxiety,Hindi
मुझे घबराहट महसूस हो रहा है,anxiety,Hindi
लगातार घबराहट,anxiety,Hindi
मुझे घबराहट है,anxiety,Hindi
मुझे मुझे घबराहट है महसूस हो रहा है,anxiety,Hindi
लगातार मुझे घबराहट है,anxiety,Hindi
बहुत तेज घबराहट,anxiety,Hindi
मुझे बहुत तेज घबराहट महसूस हो रहा है,anxiety,Hindi
लगातार बहुत तेज घबराहट,anxiety,Hindi
घबराहट की शिकायत है,anxiety,Hindi
मुझे घबराहट की शिकायत है महसूस हो रहा है,anxiety,Hindi
लगातार घबराहट की शिकायत है,anxiety,Hindi
ghabrahat,anxiety,Hinglish
sir mujhe ghabrahat ho gaya hai,anxiety,Hinglish
ghabrahat ki problem hai,anxiety,Hinglish
bhaiya ghabrahat thik nhi ho rha,anxiety,Hinglish
mujhe ghabrahat hai,anxiety,Hinglish
sir mujhe mujhe ghabrahat hai ho gaya hai,anxiety,Hinglish
mujhe ghabrahat hai ki problem hai,anxiety,Hinglish
bhaiya mujhe ghabrahat hai thik nhi ho rha,anxiety,Hinglish
bahut jyada ghabrahat,anxiety,Hinglish
sir mujhe bahut jyada ghabrahat ho gaya hai,anxiety,Hinglish
bahut jyada ghabrahat ki problem hai,anxiety,Hinglish
bhaiya bahut jyada ghabrahat thik nhi ho rha,anxiety,Hinglish
ghabrahat ho rha h,anxiety,Hinglish
sir mujhe ghabrahat ho rha h ho gaya hai,anxiety,Hinglish
ghabrahat ho rha h ki problem hai,anxiety,Hinglish
bhaiya ghabrahat ho rha h thik nhi ho rha,anxiety,Hinglish
ghabrahat h,anxiety,Hinglish
sir mujhe ghabrahat h ho gaya hai,anxiety,Hinglish
ghabrahat h ki problem hai,anxiety,Hinglish
bhaiya ghabrahat h thik nhi ho rha,anxiety,Hinglish
जिया डोलेगा,anxiety,Bhojpuri
हमरा के जिया डोलेगा बा,anxiety,Bhojpuri
परेशान बानी जिया डोलेगा से,anxiety,Bhojpuri
हमरा जिया डोलेगा,anxiety,Bhojpuri
हमरा के हमरा जिया डोलेगा बा,anxiety,Bhojpuri
परेशान बानी हमरा जिया डोलेगा से,anxiety,Bhojpuri
देहिया में जिया डोलेगा,anxiety,Bhojpuri
हमरा के देहिया में जिया डोलेगा बा,anxiety,Bhojpuri
परेशान बानी देहिया में जिया डोलेगा से,anxiety,Bhojpuri
बहुत बेसी जिया डोलेगा,anxiety,Bhojpuri
हमरा के बहुत बेसी जिया डोलेगा बा,anxiety,Bhojpuri
परेशान बानी बहुत बेसी जिया डोलेगा से,anxiety,Bhojpuri
jiya dolata,anxiety,Roman Bhojpuri
hamra ke jiya dolata,anxiety,Roman Bhojpuri
babuji ke jiya dolata,anxiety,Roman Bhojpuri
deh me jiya dolata lagta,anxiety,Roman Bhojpuri
hamra jiya dolata,anxiety,Roman Bhojpuri
hamra ke hamra jiya dolata,anxiety,Roman Bhojpuri
babuji ke hamra jiya dolata,anxiety,Roman Bhojpuri
deh me hamra jiya dolata lagta,anxiety,Roman Bhojpuri
dehiya me jiya dolata,anxiety,Roman Bhojpuri
hamra ke dehiya me jiya dolata,anxiety,Roman Bhojpuri
babuji ke dehiya me jiya dolata,anxiety,Roman Bhojpuri
deh me dehiya me jiya dolata lagta,anxiety,Roman Bhojpuri
bahut besi jiya dolata,anxiety,Roman Bhojpuri
hamra ke bahut besi jiya dolata,anxiety,Roman Bhojpuri
babuji ke bahut besi jiya dolata,anxiety,Roman Bhojpuri
deh me bahut besi jiya dolata lagta,anxiety,Roman Bhojpuri
man thik naikhe jiya dolata,anxiety,Roman Bhojpuri
hamra ke man thik naikhe jiya dolata,anxiety,Roman Bhojpuri
babuji ke man thik naikhe jiya dolata,anxiety,Roman Bhojpuri
deh me man thik naikhe jiya dolata lagta,anxiety,Roman Bhojpuri
depression,depression,English
suffering from depression,depression,English
feeling depression,depression,English
mild depression,depression,English
i have depression,depression,English
suffering from i have depression,depression,English
feeling i have depression,depression,English
mild i have depression,depression,English
severe depression,depression,English
suffering from severe depression,depression,English
